0	0	0	0.138476
0	0	1	0.602278
0	1	0	-0.103852
0	1	1	0.670154
0	2	0	-0.477508
0	2	1	0.608023
0	3	0	-0.696852
0	3	1	0.375359
0	4	0	-0.567015
0	4	1	0.367728
0	5	0	-0.564679
0	5	1	0.403551
0	6	0	-0.564679
0	6	1	0.403551
0	7	0	-0.564679
0	7	1	0.403551
1	0	0	0.136373
1	0	1	0.62254
1	1	0	-0.173569
1	1	1	0.651159
1	2	0	-0.578196
1	2	1	0.499119
1	3	0	-0.780976
1	3	1	0.264312
1	4	0	-0.707647
1	4	1	-0.0637677
1	5	0	0.0899219
1	5	1	-1.08351
1	6	0	0.0899219
1	6	1	-1.08351
1	7	0	0.0899219
1	7	1	-1.08351
2	0	0	0.103753
2	0	1	0.631657
2	1	0	-0.156068
2	1	1	0.645081
2	2	0	-0.539037
2	2	1	0.552606
2	3	0	-0.723712
2	3	1	0.318712
2	4	0	-0.732041
2	4	1	0.16279
2	5	0	0.253061
2	5	1	-2.30799
2	6	0	0.253061
2	6	1	-2.30799
2	7	0	0.253061
2	7	1	-2.30799
3	0	0	-0.0440905
3	0	1	0.641788
3	1	0	-0.33804
3	1	1	0.696087
3	2	0	-0.672546
3	2	1	0.522455
3	3	0	-0.746469
3	3	1	0.33588
3	4	0	-0.516101
3	4	1	0.346249
3	5	0	-0.495067
3	5	1	0.354107
3	6	0	-0.495067
3	6	1	0.354107
3	7	0	-0.495067
3	7	1	0.354107
