0	0	0	0.0145963
0	0	1	0.633121
0	1	0	-0.316865
0	1	1	0.681024
0	2	0	-0.521622
0	2	1	0.628472
0	3	0	-0.760395
0	3	1	0.578451
0	4	0	-0.619387
0	4	1	0.632317
0	5	0	-0.563754
0	5	1	0.628971
0	6	0	-0.563754
0	6	1	0.628971
0	7	0	-0.563754
0	7	1	0.628971
1	0	0	-0.206169
1	0	1	0.635346
1	1	0	-0.495355
1	1	1	0.638831
1	2	0	-0.713525
1	2	1	0.580189
1	3	0	-1.13912
1	3	1	0.443697
1	4	0	-0.389017
1	4	1	-0.369911
1	5	0	-0.624268
1	5	1	-1.4938
1	6	0	-0.624268
1	6	1	-1.4938
1	7	0	-0.624268
1	7	1	-1.4938
2	0	0	-0.285922
2	0	1	0.636532
2	1	0	-0.415317
2	1	1	0.690812
2	2	0	-0.496863
2	2	1	0.618097
2	3	0	-0.841232
2	3	1	0.46226
2	4	0	-0.0929374
2	4	1	-0.108503
2	5	0	-0.292056
2	5	1	-2.21607
2	6	0	-0.292056
2	6	1	-2.21607
2	7	0	-0.292056
2	7	1	-2.21607
3	0	0	-0.492249
3	0	1	0.688588
3	1	0	-0.691232
3	1	1	0.739456
3	2	0	-0.787687
3	2	1	0.59529
3	3	0	-1.04266
3	3	1	0.48822
3	4	0	-0.78094
3	4	1	0.461271
3	5	0	-0.805711
3	5	1	0.394502
3	6	0	-0.805711
3	6	1	0.394502
3	7	0	-0.805711
3	7	1	0.394502
