0	0	0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 
0	0	0	0 0.198411 0.59838 0.755799 1.14581 1.29163 1.7014 1.89867 2.29733 2.48463 2.88036 3.06587 3.45538 3.64661 4.04119 4.26981 4.659 4.87734 5.28482 5.49303 5.89512 6.11215 6.50934 6.72278 7.12781 7.31544 7.72358 7.94746 8.33306 8.55515 8.94745 9.18619 9.54485 9.80287 10.2019 10.4595 10.8551 11.08 11.4966 11.7487 12.1366 12.3731 12.7727 13.0064 13.3775 13.6435 14.0258 14.2695 14.6448 14.8816 15.2551 15.5128 15.9069 16.1558 16.5564 16.8624 17.1977 17.4436 17.8539 18.1083 18.5094 18.7905 19.1903 19.4339 
0	0	1	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 
0	0	1	0 0.278777 0.657499 0.920925 1.32447 1.6315 2.00696 2.29243 2.67736 2.95973 3.34482 3.65332 4.04445 4.31964 4.68872 4.98824 5.3361 5.61357 6.00209 6.29328 6.66318 6.91599 7.28524 7.57366 7.90845 8.17285 8.56072 8.81353 9.1836 9.43118 9.81284 10.0913 10.4068 10.6942 11.0851 11.3535 11.6887 11.9581 12.3303 12.5915 12.9101 13.1987 13.5539 13.8266 14.1522 14.3951 14.7604 15.0136 15.3286 15.5954 15.9276 16.1713 16.4737 16.7218 17.0613 17.3039 17.6517 17.9045 18.2328 18.4956 18.8042 19.0456 19.4082 19.6005 
0	1	0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 
0	1	0	0 0.1573 0.598298 0.739839 1.13348 1.25068 1.68417 1.84498 2.29414 2.43797 2.86819 3.03782 3.45775 3.61415 4.0367 4.24585 4.65827 4.85288 5.28163 5.48229 5.90173 6.09554 6.51726 6.71662 7.12593 7.30128 7.72121 7.92268 8.33984 8.53544 8.95455 9.15586 9.55342 9.77858 10.2111 10.4424 10.8573 11.0616 11.4916 11.7328 12.132 12.3449 12.7741 13.0007 13.3856 13.6156 14.0269 14.262 14.6431 14.8596 15.262 15.4981 15.9112 16.1452 16.5667 16.862 17.2138 17.4337 17.8545 18.1143 18.5105 18.777 19.1949 19.4261 
0	1	1	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 
0	1	1	0 0.265951 0.671054 0.920837 1.33149 1.62929 2.03374 2.29185 2.68373 2.95637 3.3703 3.65356 4.06356 4.32853 4.72041 4.98913 5.35504 5.61381 6.02022 6.30397 6.67919 6.91835 7.31562 7.58876 7.93327 8.17864 8.59894 8.82683 9.19617 9.43861 9.8375 10.1093 10.4284 10.7007 11.1109 11.3711 11.713 11.9566 12.3643 12.6017 12.9247 13.2123 13.5896 13.827 14.188 14.4069 14.8061 15.0354 15.3547 15.5947 15.9737 16.1833 16.5048 16.7287 17.0973 17.318 17.6584 17.9085 18.279 18.5012 18.8328 19.0645 19.442 19.6024 
0	2	0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 
0	2	0	0 0.133503 0.610955 0.70314 1.1494 1.20762 1.7027 1.83327 2.30647 2.39115 2.88052 3.01174 3.47433 3.58921 4.06438 4.22532 4.67158 4.82517 5.28629 5.45343 5.92484 6.07174 6.53319 6.69755 7.14839 7.28842 7.75281 7.91718 8.36082 8.51784 8.98272 9.1582 9.56134 9.7765 10.2486 10.4374 10.8757 11.066 11.5409 11.7385 12.1621 12.3544 12.8036 13.0073 13.4217 13.6065 14.0547 14.2626 14.6672 14.8627 15.3026 15.491 15.9377 16.1483 16.6059 16.8511 17.2802 17.4235 17.9009 18.1231 18.5656 18.7746 19.2171 19.4492 
0	2	1	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 
