0	0	0	0.0926991
0	0	1	0.606983
0	1	0	-0.0421544
0	1	1	0.606255
0	2	0	-0.327794
0	2	1	0.6495
0	3	0	-0.698048
0	3	1	0.491804
0	4	0	-0.675948
0	4	1	0.391561
0	5	0	-0.64773
0	5	1	0.351799
0	6	0	-0.64773
0	6	1	0.351799
0	7	0	-0.64773
0	7	1	0.351799
1	0	0	0.101798
1	0	1	0.621547
1	1	0	-0.208246
1	1	1	0.631094
1	2	0	-0.608935
1	2	1	0.466252
1	3	0	-0.706576
1	3	1	0.266081
1	4	0	-0.630155
1	4	1	-0.0224661
1	5	0	0.775214
1	5	1	-2.9359
1	6	0	0.775214
1	6	1	-2.9359
1	7	0	0.775214
1	7	1	-2.9359
2	0	0	0.166096
2	0	1	0.60132
2	1	0	-0.103589
2	1	1	0.596141
2	2	0	-0.466887
2	2	1	0.480432
2	3	0	-0.637403
2	3	1	0.302285
2	4	0	-0.427446
2	4	1	-0.492519
2	5	0	0.275988
2	5	1	-3.0114
2	6	0	0.275988
2	6	1	-3.0114
2	7	0	0.275988
2	7	1	-3.0114
3	0	0	-0.0769709
3	0	1	0.671225
3	1	0	-0.40656
3	1	1	0.724302
3	2	0	-0.75135
3	2	1	0.571092
3	3	0	-0.83938
3	3	1	0.473529
3	4	0	-0.70031
3	4	1	0.481145
3	5	0	-0.630565
3	5	1	0.453385
3	6	0	-0.630565
3	6	1	0.453385
3	7	0	-0.630565
3	7	1	0.453385
