0	0	0	-0.488538
0	0	1	0.631544
0	1	0	-0.634531
0	1	1	0.625299
0	2	0	-0.922446
0	2	1	0.660904
0	3	0	-1.20824
0	3	1	0.508523
0	4	0	-1.15195
0	4	1	0.423402
0	5	0	-1.14264
0	5	1	0.402549
0	6	0	-1.14264
0	6	1	0.402549
0	7	0	-1.14264
0	7	1	0.402549
1	0	0	-0.207064
1	0	1	0.64003
1	1	0	-0.388068
1	1	1	0.624746
1	2	0	-0.707929
1	2	1	0.654226
1	3	0	-0.99924
1	3	1	0.454226
1	4	0	2.98877
1	4	1	-0.938562
1	5	0	0.562904
1	5	1	-3.35393
1	6	0	0.562904
1	6	1	-3.35393
1	7	0	0.562904
1	7	1	-3.35393
2	0	0	-0.396219
2	0	1	0.638506
2	1	0	-0.648277
2	1	1	0.640717
2	2	0	-1.03374
2	2	1	0.567598
2	3	0	-1.30016
2	3	1	0.361451
2	4	0	-1.0653
2	4	1	-0.511829
2	5	0	-0.886085
2	5	1	-1.7763
2	6	0	-0.886085
2	6	1	-1.7763
2	7	0	-0.886085
2	7	1	-1.7763
3	0	0	-0.459318
3	0	1	0.649234
3	1	0	-0.691798
3	1	1	0.621832
3	2	0	-1.14292
3	2	1	0.616073
3	3	0	-1.32941
3	3	1	0.461698
3	4	0	-1.23397
3	4	1	0.387049
3	5	0	-1.16405
3	5	1	0.38833
3	6	0	-1.16405
3	6	1	0.38833
3	7	0	-1.16405
3	7	1	0.38833
