0	0	0	0.0629888
0	0	1	0.586978
0	1	0	-0.253868
0	1	1	0.559968
0	2	0	-0.429321
0	2	1	0.425933
0	3	0	-0.46157
0	3	1	0.306883
0	4	0	-0.454843
0	4	1	0.287957
0	5	0	-0.456039
0	5	1	0.286207
0	6	0	-0.456039
0	6	1	0.286207
0	7	0	-0.456039
0	7	1	0.286207
1	0	0	0.0954412
1	0	1	0.59363
1	1	0	-0.268041
1	1	1	0.553247
1	2	0	-0.602697
1	2	1	0.332234
1	3	0	-0.5369
1	3	1	0.185295
1	4	0	0.784123
1	4	1	-3.09298
1	5	0	-0.579059
1	5	1	-4.33371
1	6	0	-0.579059
1	6	1	-4.33371
1	7	0	-0.579059
1	7	1	-4.33371
2	0	0	0.0572959
2	0	1	0.594021
2	1	0	-0.268604
2	1	1	0.543858
2	2	0	-0.523675
2	2	1	0.245816
2	3	0	-0.485297
2	3	1	0.225903
2	4	0	-0.319406
2	4	1	-1.79969
2	5	0	0.862868
2	5	1	-1.78234
2	6	0	0.862868
2	6	1	-1.78234
2	7	0	0.862868
2	7	1	-1.78234
3	0	0	0.00340466
3	0	1	0.598913
3	1	0	-0.381908
3	1	1	0.48579
3	2	0	-0.538406
3	2	1	0.321611
3	3	0	-0.535082
3	3	1	0.274417
3	4	0	-0.441343
3	4	1	0.272856
3	5	0	-0.332683
3	5	1	0.314682
3	6	0	-0.332683
3	6	1	0.314682
3	7	0	-0.332683
3	7	1	0.314682
