0	0	0	32	0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 
0	0	0	32	0 0.618438 1.19018 1.76199 2.38458 2.97165 3.57742 4.16798 4.80936 5.42897 6.06461 6.65542 7.30701 7.92697 8.53822 9.17621 9.83306 10.4491 11.0818 11.7058 12.3175 12.9195 13.5913 14.2514 14.9242 15.5551 16.2157 16.9211 17.6103 18.2685 18.9512 19.6244 
0	0	1	32	0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 
0	0	1	32	0 0.607317 1.34395 2.0403 2.71069 3.39053 4.03301 4.6844 5.31879 5.98897 6.67676 7.33899 7.98258 8.64225 9.26995 9.9223 10.547 11.1806 11.81 12.4333 13.0754 13.7315 14.3589 15.0079 15.5939 16.1981 16.7369 17.3089 17.8781 18.4748 19.0482 19.6532 
0	1	0	32	0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 
0	1	0	32	0 0.635431 1.20061 1.76476 2.39052 2.99176 3.59921 4.18967 4.84624 5.47549 6.07763 6.68436 7.33975 7.9738 8.57304 9.23727 9.91975 10.5077 11.1269 11.7472 12.3888 12.9664 13.6323 14.329 15.003 15.611 16.256 16.9861 17.8194 18.4225 19.0501 19.7507 
0	1	1	32	0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 
0	1	1	32	0 0.61647 1.28737 2.04424 2.71027 3.43315 4.03584 4.71058 5.33047 5.99007 6.67911 7.37712 8.03901 8.7344 9.36879 10.0404 10.6711 11.2337 11.8345 12.5028 13.1893 13.8637 14.5025 15.1451 15.8228 16.3263 16.813 17.3445 17.9295 18.5723 19.1235 19.6602 
0	2	0	32	0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 
0	2	0	32	0 0.694837 1.3045 1.82679 2.44813 2.99355 3.68991 4.26766 4.97514 5.59213 6.20193 6.77519 7.50933 8.117 8.67568 9.38931 10.1626 10.6511 11.2828 11.8681 12.5739 13.0946 13.7851 14.4866 15.2519 15.742 16.4177 17.1095 18.0391 18.6421 19.2198 19.933 
0	2	1	32	0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 
0	2	1	32	0.274604 0.713928 1.43273 2.20825 2.91304 3.58155 4.25028 4.85456 5.56798 6.14352 6.90943 7.60227 8.32052 8.95858 9.70184 10.243 11.0575 11.5199 12.1839 12.7077 13.4793 14.1461 14.7413 15.3408 16.1758 16.5967 17.0769 17.5239 18.2292 18.7978 19.3534 19.7901 
0	3	0	32	0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 
0	3	0	32	0.0669959 0.752853 1.4021 1.91026 2.61698 3.06718 3.7949 4.33086 5.13401 5.67971 6.3063 6.87776 7.71172 8.27358 8.80043 9.51101 10.4277 10.8402 11.5146 11.9824 12.8632 13.181 13.9896 14.6349 15.5054 15.9242 16.6349 17.2664 18.2817 18.8281 19.4647 20.0801 
0	3	1	32	0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 
0	3	1	32	0.557575 1.01147 1.75466 2.42187 3.25251 3.85582 4.52676 5.11791 5.87809 6.44141 7.21119 7.80021 8.57227 9.16626 9.84693 10.4402 11.2258 11.7158 12.4045 12.9158 13.7028 14.2846 14.9362 15.5254 16.3098 16.7558 17.2631 17.7095 18.4356 18.9997 19.5285 19.9313 
0	4	0	32	0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 
0	4	0	32	0.231043 0.872139 1.62047 2.01238 2.83701 3.19959 4.00163 4.4125 5.39676 5.85564 6.51953 7.02551 7.89131 8.42105 9.01504 9.68155 10.5491 10.9472 11.6457 12.1265 12.973 13.3546 14.1198 14.7154 15.637 16.0487 16.7719 17.3681 18.3648 18.9268 19.5838 20.1719 
0	4	1	32	0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 
